MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Solidity,roundness,ShapeFactor1,ShapeFactor3,ShapeFactor4,Class
191.002277,0.483095172,33016,203.7810289,0.987854374,0.927383997,0.00668854,0.872629764,0.996644368,0
177.1581895,0.658024288,32902,203.802896,0.991489879,0.949681133,0.007212031,0.750385418,0.996532141,0
185.1437243,0.568317852,32994,204.0401594,0.991028672,0.963472928,0.006881589,0.822264408,0.999338006,0
186.1499298,0.555543833,33021,204.0619987,0.990430332,0.959545923,0.00684531,0.830825292,0.999203884,0
193.4864621,0.43959156,33020,204.0869551,0.990702604,0.943595321,0.006585037,0.897580242,0.999312465,0
194.793825,0.416528466,33066,204.1368587,0.989808262,0.953753937,0.006546663,0.907689816,0.998423911,0
187.4792477,0.540717403,33120,204.2771471,0.98955314,0.943721321,0.006800209,0.840109976,0.998699087,0
189.8094038,0.505764488,33062,204.2802636,0.991319339,0.975402341,0.006713199,0.862002186,0.999224026,0
185.6002312,0.566415511,33091,204.3425821,0.99105497,0.972334053,0.006867213,0.82326839,0.998966867,0
187.4192621,0.542744878,33111,204.3456976,0.990486545,0.961128742,0.006804042,0.83860074,0.998455917,0
190.1123396,0.502601593,33087,204.3550436,0.991295675,0.964439446,0.006704642,0.863571584,0.998905089,0
189.0026275,0.522071263,33154,204.4484801,0.990197261,0.952538233,0.006750114,0.851197267,0.998001409,0
191.7587728,0.478674896,33225,204.4702758,0.988291949,0.92142762,0.006651419,0.876458224,0.998252833,0
181.7436855,0.616038378,33245,204.5107474,0.988088434,0.935962647,0.007023724,0.785693388,0.997432131,0
190.0206598,0.506352834,33198,204.5761077,0.990119887,0.961276389,0.00670393,0.861889394,0.999493233,0
184.5596932,0.582547095,33225,204.6227808,0.989766742,0.949462632,0.006904893,0.81207918,0.999116914,0
191.4622125,0.486132629,33376,204.7316434,0.986337488,0.917134004,0.00665532,0.873197353,0.999213067,0
186.4615283,0.560364527,33252,204.7471905,0.990166005,0.959562001,0.006837606,0.827134659,0.998658083,0
189.6018111,0.516407505,33401,204.7751722,0.986018383,0.926926508,0.006722801,0.855391863,0.998889334,0
200.2495993,0.296720861,33336,204.8155836,0.988330934,0.927198033,0.006364564,0.954018762,0.999009917,0
185.5215755,0.574447868,33524,204.8280162,0.982907768,0.874124721,0.006878366,0.816715741,0.9977699,0
187.1772945,0.553546741,33461,204.9429826,0.98586414,0.905000877,0.006813135,0.831495868,0.998412327,0
188.2429412,0.539249994,33458,204.9988888,0.986490525,0.924597414,0.006772337,0.841085458,0.998740978,0
186.8900915,0.556677424,33374,205.0113104,0.989093306,0.935626643,0.006815246,0.830427198,0.999637011,0
188.0291423,0.542223823,33289,205.020626,0.991708973,0.973842946,0.006778598,0.839354409,0.998953052,0
187.5026272,0.549663318,33340,205.0392561,0.990371926,0.965071386,0.006797608,0.834514712,0.998956688,0
192.4739417,0.476689675,33423,205.1385878,0.98886994,0.94465755,0.006624652,0.877807695,0.998562178,0
187.8781612,0.547087283,33320,205.1603102,0.992136855,0.96677736,0.006789457,0.835532645,0.998156772,0
189.7813412,0.51908899,33439,205.1727219,0.988725739,0.931172778,0.006715841,0.853847189,0.998978601,0
178.9312328,0.650391531,33333,205.2223615,0.992349923,0.955822961,0.007121352,0.759007355,0.999220922,0
190.3548121,0.510582618,33327,205.2223615,0.99252858,0.977167183,0.006692874,0.859301388,0.999386727,0
194.2070489,0.448903019,33466,205.2564817,0.988734835,0.94334064,0.00656822,0.891930741,0.998153785,0
184.6885548,0.588365282,33352,205.2595833,0.992144399,0.972758069,0.006902589,0.807586968,0.998753033,0
189.7373793,0.522480157,33377,205.4238989,0.992989184,0.9906854,0.006714127,0.852195437,0.999465189,0
189.98042,0.520175444,33415,205.4734778,0.99233877,0.974810341,0.006708406,0.853237706,0.999037863,0
180.5827539,0.637220052,33542,205.5013606,0.9888498,0.899742964,0.007064506,0.769178593,0.998049369,0
190.3614532,0.516138043,33429,205.5106541,0.99228215,0.973563187,0.00670024,0.855009387,0.998253339,0
182.0856017,0.621001572,33520,205.5818899,0.990274463,0.944219534,0.00699851,0.783139883,0.99914592,0
200.9273673,0.303273094,33611,205.711909,0.988842938,0.956520582,0.006344265,0.951784642,0.998825651,0
183.4292487,0.607696024,33511,205.7490422,0.992151831,0.958954568,0.006946879,0.793533229,0.999198547,0
194.9834825,0.442693503,33565,205.7583245,0.990645017,0.962263101,0.006539718,0.895338718,0.998511968,0
180.705496,0.6384619,33857,205.8356604,0.98283959,0.842534348,0.00705578,0.768579735,0.998604963,0
185.2793615,0.588756561,33699,205.9593374,0.988634678,0.931005952,0.00688012,0.807356266,0.998819588,0
188.8365103,0.543808892,33732,205.9686102,0.987756433,0.936629385,0.006753421,0.83785815,0.998390229,0
189.7357064,0.530484185,33701,205.9871545,0.988843061,0.920666621,0.006716444,0.846956707,0.999129255,0
189.4313875,0.535842011,33580,206.0026068,0.992555092,0.979912348,0.006731478,0.843051148,0.998499238,0
192.7167056,0.486151306,33834,206.0118777,0.98519241,0.907840655,0.006616005,0.87265801,0.998607762,0
182.9185092,0.616255393,33639,206.0273281,0.991052053,0.964368085,0.006966938,0.786840358,0.999103524,0
188.668526,0.54667768,33692,206.0458672,0.989671139,0.957540959,0.006757379,0.83624941,0.998693823,0
190.920249,0.515908654,33730,206.1632423,0.989682775,0.964671718,0.006676356,0.855694693,0.998892294,0
192.0898879,0.498328415,33752,206.2157306,0.989541361,0.949927944,0.00663373,0.866285599,0.99918944,0
194.0253903,0.46793088,33691,206.2836368,0.99198599,0.979504999,0.006569046,0.882848306,0.998962666,0
189.9810797,0.530804973,33707,206.289809,0.99157445,0.967023472,0.006707,0.846853153,0.999243833,0
186.6258656,0.575596241,33789,206.3021528,0.989286454,0.948129347,0.00682751,0.817124077,0.999254077,0
185.6980934,0.587351259,33713,206.3083245,0.99157595,0.968463377,0.006863684,0.808485396,0.998953785,0
193.6804685,0.473606709,33788,206.3144959,0.989434119,0.94474509,0.006577949,0.880196765,0.999387241,0
189.5660154,0.538686621,33708,206.3206672,0.991841699,0.972284135,0.006729953,0.840834904,0.998016261,0
190.2565986,0.529237524,33713,206.3607759,0.992080206,0.97643744,0.006704357,0.846938026,0.998190058,0
188.7406408,0.550708725,33791,206.3638608,0.989819774,0.952120901,0.006760505,0.832903437,0.997850654,0
194.5431002,0.460233577,33765,206.4008768,0.990937361,0.978794213,0.006549208,0.887196064,0.999322138,0
189.9543464,0.53274976,33748,206.4286344,0.991703212,0.965536869,0.006706703,0.845789323,0.999428669,0
187.3160543,0.569797937,33745,206.5211327,0.992680397,0.973658914,0.006804528,0.820909416,0.998934738,0
195.1928536,0.452185632,33793,206.6320761,0.992335691,0.976058644,0.006526056,0.891503816,0.99952907,0
187.9440519,0.563582376,33800,206.6443995,0.992248521,0.972569007,0.006783907,0.82492251,0.998623154,0
191.2006021,0.518987648,33915,206.6474802,0.98891346,0.96049636,0.006669356,0.85347772,0.998474442,0
199.9257014,0.353836994,33832,206.6721244,0.991576023,0.987089244,0.006371779,0.934835117,0.999495365,0
187.8565921,0.566352488,33897,206.7121649,0.990058117,0.941549974,0.0067919,0.822442514,0.997912291,0
190.4630178,0.529912303,33927,206.7614349,0.989654258,0.950272923,0.006688966,0.847545797,0.999402573,0
192.9504091,0.492559596,33868,206.7829868,0.991584977,0.975444036,0.006601883,0.869871147,0.999531679,0
191.3544824,0.518178984,33884,206.7860655,0.991146264,0.972236276,0.006661958,0.854228338,0.998779494,0
199.5241432,0.369995763,34162,206.8568621,0.983753879,0.886596875,0.006390493,0.927708744,0.998574112,0
192.2260318,0.505431801,34012,206.8968668,0.988474656,0.940519106,0.006626296,0.862523029,0.999601877,0
197.0837827,0.421848171,33918,206.9060976,0.991302553,0.97171275,0.006464975,0.906024472,0.999291894,0
190.753366,0.52966059,34009,206.9307109,0.988885295,0.94405814,0.006686967,0.846665624,0.998179631,0
190.8531005,0.52757456,33919,206.9553214,0.99174504,0.961582569,0.006678644,0.848575424,0.998901357,0
185.6531262,0.597950376,33985,207.1951199,0.992114168,0.959948457,0.006869607,0.800197996,0.998334283,0
186.1264562,0.593081148,34073,207.2381313,0.989962727,0.939493017,0.006853399,0.803653475,0.998150371,0
194.1359516,0.480682529,33988,207.2534904,0.992585618,0.985949497,0.006562434,0.876368289,0.999399693,0
196.5777218,0.440779117,34127,207.4315723,0.99024233,0.957917183,0.006480437,0.897143488,0.999474035,0
187.1642998,0.582426873,34143,207.4776031,0.990217614,0.948303455,0.006810243,0.811993604,0.998905748,0
195.2815454,0.466327555,34079,207.5236236,0.992517386,0.986684731,0.006526545,0.883727669,0.999000177,0
193.4836383,0.497013692,34146,207.5665669,0.99097991,0.973135967,0.006589441,0.866579178,0.998659141,0
190.5214245,0.540110507,34159,207.5880353,0.990807693,0.944779673,0.006688775,0.840857435,0.999124671,0
194.6713489,0.477854006,34239,207.6003019,0.98860948,0.948773259,0.006547032,0.877557069,0.998995719,0
184.1392916,0.618486935,34142,207.6278992,0.9916818,0.963681409,0.006921112,0.785049599,0.999051301,0
191.5211613,0.528093987,34319,207.6340314,0.986625484,0.911286442,0.00666081,0.847557394,0.998082241,0
195.0635178,0.471666862,34167,207.6462953,0.991131794,0.968399824,0.006532495,0.881076528,0.99920581,0
186.8608751,0.587584681,34171,207.652427,0.991074303,0.952518888,0.006818968,0.808553858,0.999247591,0
189.1647868,0.559059342,34211,207.6830826,0.990207828,0.95696179,0.006734832,0.828637234,0.999408522,0
192.8605622,0.50961126,34251,207.8485452,0.990628011,0.960652272,0.006606277,0.859830285,0.999332311,0
187.0289921,0.589522187,34246,207.8975459,0.991239853,0.957942188,0.006820908,0.806189505,0.998065399,0
184.2937385,0.619435383,34280,207.8975459,0.990256709,0.954360587,0.006915538,0.784277214,0.999018617,0
181.6542972,0.646827292,34379,207.9434735,0.987841415,0.895463526,0.007013707,0.762139423,0.999348194,0
185.7332978,0.604309903,34279,207.9434735,0.990723183,0.957837195,0.006864163,0.79570941,0.99869476,0
194.7690372,0.482473841,34260,207.9679641,0.99150613,0.961251403,0.006546022,0.874726717,0.998648649,0
185.9156247,0.602708675,34349,207.9771473,0.989024426,0.943069114,0.006858244,0.796825316,0.998576378,0
197.0923214,0.442251584,34299,208.0414186,0.991078457,0.954174231,0.006464583,0.896271473,0.999309207,0
194.3808765,0.490774479,34285,208.0505986,0.991570658,0.969700851,0.00656243,0.869666974,0.998141063,0
189.1650397,0.563915151,34277,208.0750765,0.992035476,0.981071581,0.006736259,0.825168345,0.999195494,0
187.4123657,0.587801025,34334,208.1454347,0.991058426,0.952086748,0.006808056,0.807309902,0.997904053,0
191.1104706,0.539222369,34369,208.1729597,0.990311036,0.964078826,0.006667294,0.841535465,0.999254348,0
190.6640036,0.546225424,34502,208.2188266,0.986928294,0.932853601,0.006684707,0.83678819,0.998985208,0
186.7914403,0.595136326,34362,208.2249414,0.991007508,0.948783552,0.006825717,0.802524265,0.998630587,0
196.882203,0.449779934,34367,208.2463418,0.991067012,0.976218398,0.00647206,0.892442719,0.99921995,0
188.3912829,0.576827653,34364,208.3135861,0.991793738,0.958809282,0.006766826,0.815858967,0.998767351,0
190.8101712,0.54635901,34502,208.359422,0.98826155,0.925014467,0.006681501,0.836461323,0.998698862,0
189.5440417,0.563704561,34421,208.3808087,0.990790506,0.962470112,0.006728792,0.824575715,0.998304094,0
196.5103818,0.459431581,34492,208.4083026,0.989011945,0.943888774,0.006485573,0.887346915,0.99902473,0
184.7780345,0.620151121,34392,208.4602256,0.992381949,0.965239485,0.006901299,0.783271086,0.998455947,0
193.8042127,0.503674085,34473,208.4632795,0.990079192,0.960920889,0.006572852,0.863482166,0.999523568,0
188.035623,0.583377426,34580,208.524348,0.987593985,0.943939862,0.006779116,0.811260861,0.998842241,0
192.2363364,0.528982779,34389,208.524348,0.993079182,0.978876878,0.006633036,0.847387321,0.998532653,0
193.5928928,0.50998793,34576,208.6098138,0.988518047,0.936935665,0.00658476,0.85915378,0.998805163,0
194.474673,0.496101592,34445,208.6464313,0.992625925,0.982176064,0.006550873,0.867760531,0.999419589,0
191.4154535,0.543480298,34515,208.6952446,0.991076344,0.961200851,0.006666252,0.837590472,0.997818199,0
192.1947081,0.531362195,34421,208.6952446,0.993782865,0.983423569,0.006632371,0.846169752,0.998849085,0
186.9591042,0.597632979,34577,208.734897,0.989675218,0.936777941,0.006814232,0.8013021,0.999416658,0
195.2383681,0.485315785,34576,208.7409967,0.989761684,0.95232341,0.006524992,0.873865941,0.999459017,0
187.7243461,0.59086546,34510,208.792837,0.992147204,0.968746459,0.006795943,0.805173713,0.998021251,0
189.9911444,0.563116981,34732,208.8141792,0.98600714,0.91895908,0.006713441,0.824916327,0.998232204,0
191.3685323,0.543637825,34556,208.8355193,0.991231624,0.951641846,0.006656476,0.838924223,0.99952856,0
194.9291861,0.492450072,34575,208.8385677,0.990715835,0.962616531,0.006538472,0.86945329,0.998980392,0
191.8680382,0.537585123,34623,208.8538091,0.989486757,0.940967839,0.006641902,0.842462341,0.999113929,0
190.4115066,0.558556303,34738,208.9056214,0.986700443,0.905675761,0.006697368,0.828155119,0.998418874,0
189.6239312,0.569343533,34619,208.9513274,0.990525434,0.955628131,0.00672649,0.820640549,0.998225074,0
198.103852,0.442708884,34600,209.0183449,0.991705202,0.955282162,0.006438783,0.895042782,0.998190384,0
191.8273267,0.540470046,34652,209.0427095,0.990447882,0.962118171,0.006643042,0.840651876,0.999154491,0
189.3043718,0.573880789,34714,209.0609812,0.98885176,0.940306539,0.006734003,0.817951644,0.998794531,0
190.8718701,0.553693873,34592,209.0792512,0.99251272,0.973604944,0.006676226,0.832024887,0.999164893,0
190.6295846,0.558475195,34583,209.0914304,0.992886678,0.967606759,0.006692686,0.827840875,0.997974317,0
183.7249369,0.636587835,34645,209.1279635,0.991456199,0.947747671,0.006935609,0.770596056,0.999211428,0
178.97451,0.682950707,34759,209.252737,0.989384044,0.933937272,0.007124591,0.729387163,0.998525184,0
189.9052632,0.568936466,34730,209.264906,0.990325367,0.963499612,0.006713995,0.821231209,0.998601293,0
189.1898259,0.577389526,34638,209.2679482,0.992984583,0.97691809,0.006736943,0.815622291,0.998963182,0
190.931594,0.556345118,34776,209.2740324,0.989101679,0.937956691,0.00668008,0.829518854,0.998276103,0
188.9396293,0.582555932,34802,209.3135751,0.98873628,0.92293633,0.006755534,0.810785617,0.997533191,0
187.3982909,0.598680683,34677,209.319658,0.992358047,0.971424393,0.006798762,0.80046173,0.999343236,0
195.6151627,0.488214125,34885,209.3409465,0.986641823,0.914297554,0.006512195,0.872282288,0.999494009,0
189.1497475,0.581027879,34762,209.3470286,0.990190438,0.940871694,0.006751806,0.811421898,0.996975296,0
188.5544051,0.585767825,34791,209.3591921,0.989480038,0.934165286,0.006758044,0.809830506,0.99919998,0
191.3790717,0.553194986,34908,209.3683143,0.98624957,0.913524268,0.006672839,0.830571536,0.997022673,0
191.9152031,0.543876991,34826,209.4078393,0.988945041,0.947980998,0.006640278,0.838420304,0.999112631,0
187.5726238,0.600643034,34874,209.4139194,0.987641223,0.923751269,0.006811466,0.796760758,0.996552217,0
195.3291753,0.496926671,34853,209.4260791,0.988351075,0.928179091,0.006534311,0.865683442,0.997569588,0
178.1577837,0.691799925,34691,209.4686324,0.993370038,0.948273245,0.007159555,0.72079229,0.998203899,0
190.9936711,0.558005411,34747,209.4929447,0.991999309,0.974098956,0.006677245,0.828489033,0.998375252,0
194.6503481,0.505847536,34774,209.5081384,0.991372865,0.958462926,0.006545495,0.862051862,0.999338019,0
182.3691135,0.65389796,34878,209.511177,0.988445438,0.943343645,0.006991825,0.755482988,0.99854641,0
188.5878665,0.590790465,35051,209.5354844,0.983795042,0.916610562,0.006778434,0.803611957,0.996017635,0
188.5763657,0.588213024,34829,209.5597889,0.990295443,0.952246946,0.006760686,0.807649151,0.998693127,0
185.8927694,0.618394789,34885,209.5962405,0.989049735,0.94254029,0.00685577,0.785128512,0.999059527,0
190.9197413,0.559399185,34776,209.6144638,0.992322291,0.970862501,0.006674476,0.828215621,0.999176286,0
195.6829765,0.491904913,34830,209.6509059,0.991128338,0.972433566,0.006510684,0.870108747,0.999379565,0
189.734176,0.575058574,34878,209.6569789,0.989821664,0.955026346,0.006717755,0.817246926,0.998942305,0
202.7149085,0.357077019,35057,209.6843055,0.985024389,0.912638553,0.006284666,0.933520624,0.999406557,0
187.2911352,0.604081588,34826,209.7176998,0.991873887,0.964405129,0.006803636,0.7962838,0.99919857,0
193.972557,0.51929162,34827,209.7176998,0.991845407,0.968558463,0.006570809,0.853714042,0.99896669,0
188.8659908,0.587736043,34848,209.8724584,0.992711203,0.968214523,0.006748017,0.808271095,0.99903387,0
190.4578223,0.568123459,34919,209.8906578,0.990864572,0.959247461,0.00668887,0.822485887,0.99944413,0
194.7187568,0.510948533,35048,209.8936909,0.987246063,0.925151042,0.006546618,0.858593172,0.998815588,0
187.0530848,0.609433752,35010,209.9573755,0.988917452,0.931611724,0.006814419,0.791954691,0.998887155,0
193.5033005,0.53003497,34965,209.9604076,0.99021879,0.954317679,0.006590832,0.846574068,0.998346985,0
190.4682829,0.570382778,34913,209.9695037,0.991779566,0.975575378,0.006696945,0.819887597,0.998184251,0
189.6828749,0.581381107,34915,209.9785994,0.991808678,0.966515131,0.006732254,0.811239696,0.997060492,0
192.4014026,0.544213158,34953,209.9846629,0.990787629,0.969391848,0.006622297,0.838354531,0.999293816,0
194.4152197,0.51661761,34929,209.9967896,0.991582925,0.976434152,0.006555889,0.855326068,0.998960346,0
188.3397997,0.59664803,34989,210.0058841,0.989968276,0.948817239,0.00677552,0.80070417,0.997758426,0
195.8277652,0.497802899,35034,210.0907472,0.989495918,0.939291173,0.006513375,0.865753356,0.998228005,0
187.6497244,0.604623587,35015,210.1058977,0.990175639,0.956601017,0.006795002,0.79536148,0.998556376,0
195.193788,0.506938033,34982,210.1210471,0.991252644,0.975292284,0.006530381,0.861001735,0.998862198,0
191.2410961,0.56228427,34941,210.1331659,0.992530265,0.972054226,0.006668467,0.825617658,0.998396077,0
189.501815,0.58488132,35154,210.1937492,0.987085396,0.914792671,0.006732857,0.809434794,0.997923747,0
191.7626609,0.556315398,35025,210.2028352,0.990806567,0.953205151,0.006649838,0.829699856,0.99847002,0
194.7318627,0.515531503,34999,210.2603707,0.992085488,0.970863662,0.006545111,0.855995192,0.998978336,0
193.6576351,0.532598937,35043,210.281564,0.99103958,0.968740162,0.00658845,0.844600559,0.997912027,0
193.8600236,0.52832113,35019,210.2936735,0.991833005,0.97067019,0.006573784,0.848275515,0.99909414,0
188.725983,0.593731888,35043,210.3360513,0.991553235,0.966334706,0.006749947,0.804251795,0.999489048,0
200.2691414,0.423653581,35046,210.3390779,0.99149689,0.974856864,0.006362683,0.905106709,0.999207815,0
198.5282098,0.456997571,35091,210.3451311,0.990282409,0.956724018,0.006422988,0.888139273,0.99850622,0
191.6720331,0.559360961,35150,210.3663159,0.988819346,0.926015239,0.006652757,0.827683948,0.998503791,0
192.8875726,0.543202669,35171,210.3784205,0.988342669,0.92318101,0.006609045,0.838572099,0.998773812,0
190.9940473,0.568579226,35054,210.3935503,0.991784105,0.974755876,0.00667823,0.821169279,0.998226137,0
192.1855584,0.552573788,35163,210.408679,0.988851918,0.936369007,0.006631576,0.832644222,0.999016443,0
194.336638,0.523256094,35103,210.4117046,0.990570607,0.967764075,0.006558371,0.851311487,0.998986125,0
193.96029,0.528779858,35139,210.4177557,0.989612681,0.951384824,0.00657164,0.847828315,0.998903461,0
192.6459316,0.551033739,35126,210.4570836,0.990349029,0.952803043,0.006636291,0.831079104,0.995920994,0
194.3385831,0.523150809,35231,210.4722078,0.987539383,0.912512069,0.006554169,0.851913312,0.999616525,0
186.9933377,0.616478558,35187,210.4782571,0.988831102,0.909023168,0.006825618,0.785455903,0.997566851,0
187.4231531,0.610371182,35052,210.4782571,0.992639507,0.970264152,0.006800336,0.791307094,0.99897939,0
195.613827,0.505001894,35120,210.4964041,0.990888383,0.968978812,0.006512534,0.862642492,0.99944881,0
191.6112724,0.563576479,35137,210.620367,0.991575832,0.958497188,0.006657586,0.82449096,0.998095872,0
198.5307932,0.461004955,35122,210.620367,0.991999317,0.974743466,0.006421242,0.886301401,0.998764748,0
188.0626579,0.606033555,35229,210.6385017,0.989156661,0.928807931,0.006784694,0.793750886,0.997877658,0
192.7521882,0.548003376,35119,210.6475685,0.992340329,0.96319178,0.006612154,0.835644119,0.99900535,0
197.677632,0.476359223,35256,210.6928967,0.988909689,0.947505431,0.006448447,0.878233963,0.99884357,0
197.1479559,0.484834723,35188,210.7321732,0.991190178,0.971888339,0.006462914,0.873980682,0.999285266,0
