MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Solidity,roundness,ShapeFactor1,ShapeFactor3,ShapeFactor4,Class
0.186373218,0.436576866,0.047461218,0.096183901,0.813629356,0.765366988,0.534939209,0.781238237,0.957834554,0
0.156944076,0.61553351,0.046834613,0.096681556,0.901770342,0.862606801,0.584255292,0.625390743,0.987673505,0
0.144210682,0.681221994,0.046686207,0.0969768,0.932228901,0.860784247,0.612058324,0.54776085,0.908113472,0
0.206510767,0.265557004,0.046756288,0.097031168,0.928162846,0.922582158,0.501983538,0.892894289,0.985071782,0
0.191775277,0.40046693,0.047032489,0.097194235,0.909458287,0.868726495,0.524691535,0.809971554,0.990478993,0
0.182425331,0.472396724,0.046731553,0.097543484,0.957945983,0.955688086,0.540132118,0.755707336,0.985496048,0
0.179988045,0.490292951,0.047362281,0.097698626,0.903678037,0.903045389,0.544417186,0.740797638,0.980541002,0
0.172955042,0.535204115,0.04686347,0.098032015,0.970880381,0.957919284,0.555585603,0.703350073,0.99582618,0
0.199761257,0.345624661,0.047341669,0.098109516,0.927555075,0.913569931,0.513321767,0.844308733,0.963763812,0
0.175849962,0.51829827,0.047778643,0.098125014,0.885305012,0.84104769,0.550685663,0.718203713,0.995158509,0
0.171540411,0.54589536,0.047630237,0.098233491,0.905659415,0.875969413,0.558634413,0.692732118,0.982904125,0
0.194123191,0.397398299,0.047407627,0.098837424,0.959755589,0.972581086,0.521298146,0.811514778,0.982981385,0
0.201762363,0.336120847,0.047663216,0.099278293,0.957913012,0.980607344,0.508991216,0.852476826,0.990789973,0
0.204256712,0.314839101,0.047712685,0.099432891,0.961242689,0.97960548,0.505187305,0.865367226,0.990180368,0
0.207026382,0.292215714,0.048260965,0.099448348,0.908075467,0.895758236,0.502216689,0.876232383,0.962532727,0
0.20521287,0.310851224,0.048195006,0.099610618,0.923146125,0.901916437,0.504737816,0.865874093,0.967801693,0
0.161153202,0.612125808,0.048087824,0.099695596,0.938190773,0.899339784,0.577887769,0.627126206,0.962461116,0
0.175986688,0.529696787,0.047918805,0.099788282,0.959770529,0.953685279,0.551108175,0.707177049,0.981400814,0
0.196803888,0.384842088,0.048277454,0.099834619,0.926920233,0.909530745,0.517037709,0.820210235,0.983615527,0
0.197789557,0.37838399,0.047889948,0.099935,0.970417523,0.972944261,0.515750755,0.824120908,0.977957917,0
0.15019358,0.666639381,0.048631981,0.100004482,0.90117901,0.817996785,0.598896334,0.566948203,0.943950046,0
0.177241196,0.525840519,0.048986507,0.100336321,0.884122228,0.851587156,0.549048527,0.71048302,0.98010344,0
0.181578185,0.498626675,0.048269209,0.100374892,0.956377921,0.937545695,0.541541707,0.734239377,0.985376191,0
0.194536027,0.412190835,0.048796877,0.100783565,0.926253812,0.903827374,0.521023031,0.800413159,0.974740056,0
0.185920672,0.47486865,0.049060711,0.101137989,0.919214006,0.887545873,0.534005434,0.754355914,0.993634274,0
0.18328287,0.493918092,0.048982385,0.101176498,0.928895711,0.914299913,0.539023578,0.737674519,0.978930285,0
0.186800011,0.469821719,0.049576011,0.101292007,0.877236761,0.848121393,0.532448969,0.758593081,0.996269449,0
0.188089407,0.463262077,0.04876802,0.101430583,0.963326611,0.972768165,0.530928473,0.762824466,0.983942608,0
0.188829658,0.459177816,0.049172015,0.101484463,0.926656483,0.909638386,0.530019981,0.765536927,0.977709383,0
0.183603609,0.49242482,0.048970018,0.101515249,0.948017365,0.923717293,0.537562771,0.740431176,0.998807227,0
0.195567832,0.410402997,0.049217362,0.101646068,0.930768726,0.959367809,0.518851695,0.80262664,0.986490801,0
0.19864222,0.390194577,0.049184383,0.1019845,0.951870988,0.943935594,0.514386127,0.81615038,0.978648299,0
0.18841068,0.465838011,0.04941936,0.102099822,0.93503601,0.921304196,0.53026056,0.761041596,0.987114509,0
0.189074424,0.462434873,0.049617235,0.102230487,0.922674623,0.901755514,0.529261232,0.763596874,0.985525484,0
0.188529004,0.467529104,0.049971762,0.102330385,0.8935626,0.802467795,0.530426985,0.759108203,0.979417112,0
0.194819461,0.422407523,0.049155526,0.10239185,0.976239081,0.986675101,0.52003022,0.793971545,0.986572614,0
0.193957149,0.432234477,0.049843967,0.102829572,0.932226011,0.925961108,0.52131965,0.786869268,0.988240129,0
0.181172656,0.519239418,0.049810988,0.103075142,0.948375704,0.927314418,0.54198872,0.717012138,0.990188957,0
0.191366535,0.455935425,0.05012429,0.103450937,0.937759891,0.958731028,0.525567446,0.768678876,0.985682425,0
0.191726892,0.453080121,0.049992374,0.103481601,0.952175954,0.943319475,0.524725941,0.771334271,0.991410089,0
0.192939486,0.444882209,0.050120168,0.103481601,0.93977416,0.922970912,0.522956134,0.77733283,0.987828025,0
0.182720365,0.513563209,0.050771508,0.10353526,0.879739129,0.873427839,0.539821685,0.721282964,0.981718058,0
0.178656149,0.539896045,0.05036339,0.103941344,0.940411627,0.912375797,0.546194161,0.698708066,0.990107662,0
0.184819172,0.502044814,0.05015727,0.10396432,0.961601797,0.959311311,0.535656906,0.732240164,0.996860993,0
0.202820535,0.381450833,0.050837466,0.104224641,0.909545214,0.873666825,0.509637364,0.819042843,0.940663763,0
0.161823592,0.634066377,0.050367512,0.10427822,0.957741426,0.918166123,0.577861052,0.602462123,0.938507423,0
0.185471414,0.504521104,0.050746773,0.104859562,0.951627164,0.945690967,0.534796373,0.729810372,0.992419578,0
0.188451123,0.486074113,0.050858078,0.104913072,0.943694917,0.937853684,0.530068332,0.744977719,0.989842546,0
0.210177033,0.318627166,0.050853956,0.10497422,0.947304451,0.906020421,0.496148391,0.863247689,0.991928831,0
0.214048569,0.285321698,0.051043586,0.105096494,0.93544808,0.926294383,0.491147319,0.881158856,0.974856071,0
0.192387675,0.464663231,0.051266196,0.105440228,0.932065905,0.906271885,0.524190568,0.761427425,0.980143328,0
0.199288041,0.414187645,0.051027097,0.105447864,0.955480562,0.96949898,0.512851035,0.800213928,0.990229556,0
0.186823283,0.501773929,0.051146646,0.105600557,0.951975799,0.963375473,0.532922829,0.73158913,0.985288479,0
0.192210037,0.467591113,0.051229094,0.10560819,0.944440138,0.94101258,0.524690101,0.758753507,0.975471037,0
0.200185135,0.409620101,0.051130157,0.10563109,0.955166846,0.947619886,0.511735849,0.802994435,0.98410147,0
0.196898909,0.437736297,0.051406358,0.105860027,0.940605074,0.923868153,0.517661963,0.781070816,0.966738077,0
0.205060771,0.375067503,0.051699048,0.105913431,0.915346184,0.861779442,0.50479959,0.825825739,0.971568962,0
0.175402769,0.573434426,0.051781496,0.106012595,0.912648168,0.890787585,0.553320042,0.665017373,0.955799916,0
0.199913641,0.415037277,0.051587743,0.10617274,0.93957932,0.941307245,0.511643058,0.800014094,0.995402125,0
0.183741904,0.525069587,0.051699048,0.106287098,0.934897646,0.917730052,0.537833455,0.711765169,0.988171496,0
0.204182557,0.385837232,0.052321531,0.106553833,0.889435722,0.853210499,0.505307985,0.820048443,0.990018989,0
0.189373869,0.493035689,0.051810353,0.106591927,0.940190711,0.937885772,0.529064312,0.738439012,0.979355474,0
0.19867329,0.429557251,0.052424591,0.106660487,0.885205318,0.872753796,0.514102411,0.788502396,0.983798752,0
0.23020493,0.112307257,0.052156635,0.106759503,0.915863012,0.873295689,0.467415363,0.963240006,0.986115645,0
0.186590357,0.513373474,0.052931646,0.106789965,0.84396762,0.76737513,0.534376337,0.71997978,0.962289841,0
0.191493491,0.483190108,0.052671935,0.107071656,0.883160505,0.828995926,0.525875142,0.746165781,0.974633495,0
0.194649225,0.462544143,0.052659568,0.107208637,0.891464547,0.868105529,0.520558164,0.76315569,0.980948226,0
0.190642987,0.487711135,0.052313286,0.107239072,0.925969845,0.890117008,0.526150257,0.744272415,0.998164689,0
0.194016095,0.466838656,0.051962882,0.107261897,0.960645974,0.966386832,0.521374126,0.760088785,0.985023036,0
0.192456909,0.477582048,0.052173124,0.107307545,0.942920624,0.948881075,0.523851594,0.751514277,0.985092898,0
0.207178624,0.37220064,0.052515284,0.107550927,0.923008662,0.908140355,0.501311195,0.828216601,0.977512746,0
0.19356899,0.47386199,0.052090676,0.107604151,0.966318444,0.952285756,0.522789319,0.753317752,0.969723237,0
0.199204939,0.43342959,0.052581242,0.107634562,0.921096977,0.881228249,0.513195353,0.785765692,0.985513937,0
0.167074162,0.623043895,0.052144268,0.107756189,0.969143105,0.930423618,0.566043359,0.617737638,0.990169915,0
0.200903177,0.421145518,0.052119533,0.107756189,0.971511577,0.973021147,0.510202191,0.795428915,0.993355708,0
0.21231093,0.332073866,0.052692547,0.10783979,0.921217563,0.905512144,0.493956724,0.853238449,0.969665844,0
0.184123506,0.533471644,0.052222593,0.107847389,0.966418456,0.964221699,0.537533187,0.703806302,0.981179852,0
0.199074753,0.438326782,0.052325653,0.108249995,0.977617845,1,0.512971977,0.782839277,0.994863285,0
0.199794477,0.43499854,0.052482305,0.108371473,0.968995249,0.968317502,0.51222639,0.784685869,0.986652602,0
0.171964865,0.604022931,0.05300585,0.108439791,0.922741665,0.818502496,0.558634935,0.635758055,0.967659585,0
0.200922843,0.42916812,0.052540018,0.108462562,0.968244633,0.965828506,0.511162161,0.787824762,0.971578684,0
0.176415297,0.580601786,0.052915157,0.108637104,0.941628548,0.907266189,0.550034041,0.660493319,0.98872882,0
0.232212026,0.121769352,0.053290295,0.108955676,0.922650694,0.931815889,0.464769907,0.959281808,0.982575141,0
0.180394282,0.561387214,0.052878055,0.10904666,0.966516982,0.936673493,0.543305258,0.678907245,0.98974,0
0.214610208,0.323106689,0.053100665,0.109069403,0.946541015,0.943276466,0.490242216,0.859276374,0.976548006,0
0.172328345,0.605816287,0.054304406,0.109258891,0.843063778,0.704328943,0.557497723,0.634697056,0.978334821,0
0.185873081,0.534036691,0.053653067,0.109561924,0.919889773,0.880895308,0.534604927,0.703397567,0.982458646,0
0.19640698,0.469127658,0.053789106,0.109584644,0.908246801,0.892118221,0.518092946,0.757437857,0.974208901,0
0.199069799,0.449885417,0.053661312,0.109630082,0.922652325,0.860260686,0.513273938,0.773557802,0.988408617,0
0.198168609,0.457622666,0.053162501,0.109667943,0.971863049,0.978499784,0.515233236,0.76663831,0.976303411,0
0.207897528,0.385864204,0.054209591,0.109690658,0.874255321,0.834663386,0.500184279,0.819092887,0.978388601,0
0.178881812,0.573747818,0.053405723,0.109728515,0.951937128,0.947477468,0.545919437,0.667049463,0.987914219,0
0.195909523,0.473270481,0.05362421,0.109773939,0.933630228,0.933852296,0.518608771,0.754587647,0.980042185,0
0.202577623,0.428836859,0.053780861,0.110061531,0.933784488,0.948083441,0.508049491,0.789038921,0.983855626,0
0.206041313,0.403449195,0.053871554,0.110190138,0.93190975,0.918658694,0.50249428,0.807802865,0.989565017,0
0.211772978,0.359552044,0.053620088,0.110356521,0.964318413,0.977686821,0.494064372,0.837147069,0.98520776,0
0.199796431,0.450348668,0.053686046,0.110371644,0.958862591,0.952776932,0.512043154,0.773374335,0.99061013,0
0.189860527,0.515031842,0.054024083,0.110401889,0.928530425,0.915069161,0.527748556,0.72070323,0.990806959,0
0.187113085,0.532007291,0.05371078,0.110417011,0.958882477,0.955650608,0.532462914,0.70539805,0.98503712,0
0.21075155,0.367748522,0.054019961,0.110432132,0.930488033,0.908315062,0.495224651,0.832449325,0.993365584,0
0.198567287,0.461730574,0.053690168,0.110447253,0.962405535,0.96327585,0.515034492,0.762711783,0.967023445,0
0.200612334,0.448085111,0.05371078,0.110545527,0.965567443,0.971564769,0.511698707,0.773524704,0.970362797,0
0.196123079,0.479091723,0.054032328,0.110553086,0.935600696,0.923035267,0.519016165,0.748659576,0.963841456,0
0.213306089,0.348436351,0.053925145,0.110643782,0.950416646,0.976268276,0.491478995,0.844850006,0.992114689,0
0.199717265,0.453157139,0.053855065,0.110711794,0.9605696,0.949810058,0.512004448,0.771489543,0.994161586,0
0.191904405,0.506658498,0.053842697,0.110938433,0.973524229,0.966019552,0.524753439,0.727409728,0.984671149,0
0.215230225,0.336814295,0.054040573,0.111210266,0.968954431,0.97080879,0.488461723,0.852482065,0.9960907,0
0.193764114,0.497682592,0.05406943,0.111240461,0.96779881,0.963844381,0.522066018,0.73451974,0.978684344,0
0.203407842,0.433283242,0.054543506,0.111248009,0.923585611,0.93975051,0.50713722,0.785111102,0.975826978,0
0.22924576,0.194788798,0.054201346,0.111308392,0.958883445,0.992823006,0.468355654,0.929252277,0.995443089,0
0.193505117,0.501682917,0.054469303,0.111406499,0.93876043,0.90193844,0.523107702,0.730125923,0.965025755,0
0.20122361,0.449059561,0.054592975,0.11152722,0.933406436,0.919347182,0.509692883,0.774601494,0.993660175,0
0.208589602,0.39511843,0.054349753,0.111580027,0.959002148,0.969582192,0.498343837,0.814155392,0.99614083,0
0.203863533,0.432115448,0.054415711,0.11158757,0.953186091,0.963180336,0.506173079,0.786440975,0.981688276,0
0.228056613,0.218123714,0.055561739,0.111761036,0.855184588,0.792266314,0.470794547,0.916626458,0.977742047,0
0.20644448,0.413707211,0.054943379,0.111859055,0.917768347,0.899881095,0.501525448,0.801136707,0.997489621,0
0.220829895,0.293003897,0.054555873,0.111881672,0.955258028,0.962135514,0.480501374,0.87820836,0.991533578,0
0.202083427,0.448696062,0.054931012,0.11194198,0.923212225,0.906944088,0.509432364,0.773042089,0.970162452,0
0.202378774,0.445683621,0.054559995,0.11200228,0.961124118,0.941918301,0.508347673,0.776425688,0.984029763,0
0.186979922,0.547313501,0.054832074,0.112589834,0.96601768,0.938657038,0.533234825,0.690715236,0.97313395,0
0.18838161,0.540281837,0.055194845,0.11269522,0.937495836,0.897833287,0.531122526,0.696837319,0.969600247,0
0.212100387,0.37796673,0.054844441,0.112732853,0.972267735,0.990548367,0.493202667,0.825666401,0.993604838,0
0.21933128,0.32034212,0.055417455,0.113169188,0.941202558,0.934603142,0.482516451,0.862473891,0.995033253,0
0.191455009,0.524895974,0.055483414,0.113281973,0.940874896,0.915416635,0.525498243,0.711613554,0.984114132,0
0.215492871,0.357236679,0.05521958,0.113394732,0.971363177,0.992015703,0.488525452,0.838705039,0.9859285,0
0.210168671,0.401550601,0.055495781,0.113499952,0.950980722,0.964975886,0.49672234,0.808323,0.979375802,0
0.201396571,0.463786811,0.055549372,0.113552553,0.948697626,0.908384081,0.509667991,0.762751701,0.98832054,0
0.213685876,0.373882053,0.055879164,0.113582609,0.919555721,0.916354242,0.491195409,0.827772566,0.985842844,0
0.182496955,0.576970393,0.055479291,0.113650228,0.96028574,0.946107041,0.539947187,0.663876769,0.986910801,0
0.204357124,0.446433727,0.056208956,0.113665253,0.89325371,0.841540283,0.506023467,0.774622041,0.968291191,0
0.214847219,0.364947184,0.055582351,0.113695302,0.952994261,0.955523773,0.489300882,0.834008004,0.989879552,0
0.190556468,0.532344376,0.055598841,0.113710326,0.952232098,0.923829546,0.526635325,0.705519344,0.990682336,0
0.197379116,0.491150868,0.055763737,0.113785438,0.940745162,0.932696425,0.515670345,0.741101129,0.99377448,0
0.208323535,0.419742778,0.055928633,0.114190854,0.946315565,0.94006167,0.498916482,0.796365963,0.992310154,0
0.191054318,0.535142333,0.055908021,0.114310915,0.954426809,0.934653045,0.526888154,0.701330412,0.967967587,0
0.182954323,0.578340049,0.056048183,0.114310915,0.941393182,0.927505099,0.539220759,0.662508332,0.986282808,0
0.175138061,0.617896769,0.0564563,0.114423447,0.909373415,0.809961848,0.552014582,0.623286733,0.992615332,0
0.187217337,0.556497308,0.05604406,0.114423447,0.947577269,0.934443506,0.532525339,0.682762793,0.980060189,0
0.213975164,0.380553568,0.055965735,0.114483454,0.957956867,0.94125738,0.491063781,0.822758022,0.979174208,0
0.187757267,0.554184971,0.056332628,0.114505954,0.925056697,0.904970249,0.531753948,0.684739847,0.977785586,0
0.220855181,0.322468513,0.056126508,0.114663431,0.952287168,0.927133181,0.480450287,0.860928939,0.991866232,0
0.212825691,0.392540539,0.056068795,0.114685924,0.95881232,0.958120285,0.493202145,0.813793658,0.969421402,0
0.197379865,0.498163153,0.056035815,0.1147459,0.964974454,0.980813312,0.515856318,0.734955287,0.989681339,0
0.192189615,0.532656799,0.056270792,0.114918291,0.952021615,0.922967106,0.525213224,0.703315423,0.96486747,0
0.203140932,0.462504249,0.056415076,0.114985733,0.9421134,0.946900182,0.506868491,0.763952969,0.990812166,0
0.201818795,0.472617377,0.056963356,0.115098116,0.897268089,0.884582736,0.509137831,0.755542206,0.985640884,0
0.190350849,0.543249725,0.05638622,0.115113098,0.951346591,0.916374784,0.527514884,0.694836694,0.978827163,0
0.22023295,0.333340221,0.056406832,0.115165533,0.952135441,0.971127618,0.481424723,0.854145523,0.990151239,0
0.195088514,0.516810127,0.056394464,0.115330295,0.961769712,0.93638354,0.519839946,0.718461831,0.981454959,0
0.202251646,0.472810289,0.056963356,0.115442602,0.914943182,0.868937858,0.50872001,0.754963094,0.980139005,0
0.198502216,0.49785904,0.056629441,0.115495004,0.948469776,0.943689607,0.514883185,0.733905323,0.972553895,0
0.219131864,0.347278187,0.056922132,0.115562369,0.924891235,0.906606078,0.483185797,0.845117269,0.986400264,0
0.184388485,0.579373648,0.056509892,0.115689591,0.969567677,0.949216556,0.537365069,0.660725772,0.975471613,0
0.211117998,0.41116889,0.056843806,0.115697073,0.939039823,0.940597759,0.494560387,0.802836013,0.995984984,0
0.194035287,0.52626867,0.057284903,0.115846703,0.906093214,0.906708036,0.521441634,0.710315351,0.982893903,0
0.206474995,0.447717233,0.056497524,0.115846703,0.978810957,0.976433254,0.502403835,0.774320722,0.97694545,0
0.21049221,0.420286728,0.057268414,0.116056111,0.918343586,0.892729476,0.496112291,0.795167397,0.982181483,0
0.213103454,0.400233435,0.056728379,0.116145831,0.972802088,0.983017573,0.491695985,0.810416007,0.993987122,0
0.204044088,0.468653134,0.057016947,0.116265433,0.952259156,0.941156491,0.506732693,0.756963611,0.963217863,0
0.20635172,0.451153354,0.056629441,0.116265433,0.988139745,0.98550727,0.502317169,0.772163551,0.983025404,0
0.190847357,0.546855147,0.057272536,0.11636259,0.933684304,0.8924147,0.526018108,0.69267138,0.993930805,0
0.215365009,0.384657626,0.057268414,0.116377535,0.934830592,0.923439422,0.488323058,0.821232982,0.994744695,0
0.193113493,0.537082157,0.056996335,0.116504554,0.966455642,0.956215567,0.523634604,0.69953073,0.967119323,0
0.199826236,0.497010514,0.057911509,0.116556846,0.885056269,0.856852877,0.512882574,0.734508786,0.971172594,0
0.203905139,0.468880619,0.057185966,0.116609134,0.954317716,0.922079197,0.50545864,0.759326623,0.996080901,0
0.214449418,0.394960266,0.057264291,0.116616603,0.947479856,0.943981821,0.490079832,0.813415074,0.985548349,0
0.205384342,0.460139898,0.057462167,0.116653948,0.93118586,0.900776649,0.503559292,0.765595118,0.988114142,0
0.201071068,0.490424428,0.057936243,0.116780898,0.894247448,0.830342819,0.510787869,0.740246965,0.974759289,0
0.198738795,0.506002292,0.057445677,0.116892886,0.944955693,0.930034788,0.514583178,0.726933376,0.971035598,0
0.223850659,0.323128901,0.057367351,0.117057092,0.960595982,0.929344324,0.477087915,0.858752063,0.970369061,0
0.205263782,0.464306022,0.057581716,0.117116791,0.943927579,0.942987224,0.503707862,0.762387511,0.988893504,0
0.197792474,0.512554554,0.057837305,0.11716156,0.922767648,0.899456866,0.515562306,0.722169434,0.981977198,0
0.202434357,0.483402582,0.057334372,0.117206325,0.97130132,0.965911842,0.508032549,0.747103046,0.989093369,0
0.201716869,0.4903073,0.057297271,0.117236166,0.976258914,0.953941021,0.51017769,0.739690218,0.966217529,0
0.181269913,0.603109945,0.05755286,0.11732568,0.957294927,0.914307435,0.541836501,0.638269379,0.989987497,0
0.16720232,0.670062676,0.058022813,0.117631399,0.929824185,0.886745462,0.56646548,0.565259444,0.97680194,0
0.199571913,0.505414446,0.057903264,0.117661216,0.942303387,0.945744221,0.512954774,0.72797985,0.978264305,0
0.197453265,0.517621529,0.057524003,0.11766867,0.977556849,0.972524022,0.51594546,0.718042511,0.985217675,0
0.202611219,0.487231251,0.058092894,0.117683577,0.926080847,0.894767179,0.508534819,0.742663099,0.972016074,0
0.19671235,0.525082348,0.058200077,0.117780464,0.92123672,0.864790436,0.518368322,0.709473359,0.957741692,0
0.192147935,0.548368139,0.057684776,0.117795369,0.969250806,0.961560028,0.524001988,0.691182494,0.992520068,0
0.216480823,0.388843125,0.058542236,0.11784753,0.893470318,0.847549681,0.486655295,0.818427219,0.995417035,0
0.19733458,0.522875683,0.058035181,0.117862432,0.940514621,0.900584769,0.517882472,0.710600661,0.947022245,0
0.195571573,0.52972065,0.05815473,0.117892235,0.931096786,0.887200519,0.518695436,0.707781186,0.989767534,0
0.20393635,0.482682138,0.058637051,0.117914586,0.888270185,0.846006403,0.50759114,0.744528139,0.947932551,0
0.205524013,0.469226,0.058299014,0.11801143,0.924004283,0.914773095,0.503347645,0.758433828,0.988089202,0
0.192664192,0.551201974,0.05849689,0.118026328,0.906719452,0.866416843,0.52565763,0.684625469,0.938893165,0
0.215633919,0.401424933,0.058410319,0.118056121,0.916130023,0.875253627,0.489537551,0.806736021,0.958441028,0
0.164783722,0.682841853,0.05774249,0.118160385,0.98266686,0.915356344,0.571022145,0.550031878,0.970628739,0
0.20279505,0.489628884,0.057973345,0.118219955,0.964494985,0.966897762,0.508165349,0.740838561,0.973921132,0
0.213623686,0.414307575,0.058084649,0.118257183,0.956190161,0.935692303,0.4909951,0.800301939,0.992419828,0
0.177254869,0.628107537,0.058513379,0.118264628,0.917381002,0.905518141,0.549162822,0.611493505,0.977209778,0
0.195670663,0.536973857,0.059226555,0.118324186,0.85573029,0.852165845,0.521352752,0.696763762,0.928621656,0
0.195636606,0.533251768,0.058311382,0.118383736,0.941906682,0.92328682,0.519039754,0.703916472,0.980028812,0
0.187689585,0.576837325,0.058542236,0.11847305,0.925392221,0.903914853,0.531431526,0.66401658,0.987068857,0
0.20257612,0.491641636,0.058092894,0.118517701,0.968776786,0.960438637,0.507804481,0.740354156,0.989312275,0
0.216681642,0.394173001,0.058315504,0.118606991,0.952948445,0.963574075,0.486458375,0.814576349,0.993218097,0
0.199065267,0.514255396,0.058513379,0.118621871,0.935625752,0.928833781,0.513444794,0.720920882,0.984816542,0
0.237505529,0.199467726,0.059251289,0.118688827,0.872027852,0.844238745,0.457002699,0.926923385,0.993736724,0
0.191830611,0.556167598,0.058299014,0.118770649,0.962832254,0.947551398,0.52463719,0.683780441,0.989740442,0
0.211616521,0.433722208,0.058303137,0.118770649,0.962454692,0.955840375,0.494294134,0.785529795,0.985285078,0
0.196494282,0.532562959,0.058389707,0.119149838,0.973932626,0.95515396,0.517388673,0.705018372,0.986575881,0
0.201208224,0.50424038,0.058682398,0.11919443,0.949451676,0.937258031,0.509680371,0.730202767,0.994458655,0
0.213826267,0.421673937,0.059214188,0.119201862,0.901480781,0.869210427,0.491141455,0.794174166,0.98238179,0
0.191125665,0.563896671,0.059057536,0.119357902,0.923638533,0.882104271,0.526042478,0.676110544,0.983756885,0
0.210226897,0.449236705,0.058872028,0.119365331,0.940890486,0.927419466,0.496903621,0.772879879,0.973378007,0
0.201239201,0.507503068,0.058657663,0.119387618,0.961581832,0.969844317,0.510732742,0.725599368,0.970251221,0
0.198913347,0.523385781,0.058665908,0.119409904,0.961967772,0.951762415,0.515334368,0.710277853,0.948659209,0
0.206963811,0.469711459,0.058822559,0.119424761,0.948431635,0.957503596,0.50100428,0.758317297,0.991570508,0
0.212927393,0.429860664,0.058723622,0.119454474,0.958974945,0.971558207,0.492349693,0.788385827,0.985163183,0
0.194936055,0.54543278,0.058970966,0.119476757,0.9375694,0.916442015,0.520972987,0.691612026,0.962069379,0
0.217110409,0.402690296,0.059156474,0.119684688,0.931307308,0.897430459,0.486809078,0.806859888,0.971091914,0
0.192892513,0.5569503,0.059078148,0.11972181,0.94031843,0.931976416,0.523511968,0.682146364,0.977401266,0
0.215232992,0.415882364,0.058942109,0.119758929,0.95459638,0.969279335,0.489025376,0.798441425,0.983277359,0
0.203527758,0.495807994,0.058773091,0.119788623,0.971533915,0.962817011,0.507021361,0.735751336,0.974321265,0
0.198377169,0.528440447,0.059651162,0.119937064,0.899350804,0.848537806,0.515412954,0.707080102,0.965245872,0
0.205072285,0.487188332,0.059119372,0.119959326,0.948682698,0.925199149,0.504593547,0.74298378,0.975742013,0
0.213865078,0.428292214,0.05901219,0.120100299,0.965637467,0.960440954,0.490945056,0.789571316,0.985508845,0
0.210683933,0.452939336,0.059193576,0.120152227,0.951771772,0.956202999,0.496593188,0.769383406,0.965020683,0
0.211283273,0.446761745,0.059094638,0.120181898,0.962290278,0.960054834,0.494681849,0.775894338,0.987733914,0
0.196079672,0.541221572,0.059193576,0.120285732,0.958581342,0.951402333,0.517640199,0.697897365,0.995321714,0
0.2302628,0.295611094,0.059205943,0.120293147,0.957834371,0.968410349,0.467170223,0.876582356,0.989918076,0
0.225107323,0.343763227,0.059391451,0.120307979,0.941733889,0.932221894,0.47502944,0.846521093,0.976437564,0
0.204803906,0.491586437,0.059634673,0.120359886,0.922337933,0.87093514,0.504973964,0.739412189,0.976390892,0
0.208403522,0.46825221,0.059721243,0.120389544,0.916018584,0.865278754,0.49927722,0.758702763,0.981579102,0
