Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
0.045632718,0.07932035,0.055915139,0.184954745,0.096473567,0.416500212,0.044270479,0.092545041,0.661771344,0.923955016,0.826549579,0.537238654,0.832435663,0.796013827,0.958332871,0
0.045850484,0.080711527,0.059222222,0.181031156,0.109545286,0.448484733,0.044554925,0.092944608,0.783082127,0.915048519,0.806040077,0.543447442,0.808462518,0.772740938,0.964246816,0
0.045850484,0.079670198,0.051265825,0.191539882,0.076852446,0.36243054,0.044480722,0.092944608,0.726964781,0.924037528,0.861319653,0.524968865,0.871658406,0.8358781,0.992628858,0
0.045935883,0.076783096,0.052902809,0.189671661,0.083044824,0.38037794,0.044670352,0.093101211,0.671628333,0.950533967,0.850624341,0.528199218,0.858893648,0.823560962,0.987647796,0
0.046038361,0.081963038,0.057701956,0.18348128,0.10252745,0.43167101,0.044888839,0.093289069,0.720143546,0.906986204,0.818307837,0.538644725,0.821554288,0.786640082,0.980031233,0
0.046042631,0.078764427,0.056670081,0.184675264,0.098508388,0.421671476,0.044827003,0.093296895,0.668005304,0.934665726,0.825452596,0.536222775,0.829628003,0.794764505,0.98980698,0
0.046337256,0.078000375,0.051956212,0.192555557,0.07683268,0.362371818,0.044971287,0.093836576,0.691609414,0.945595387,0.861373898,0.523332772,0.869799533,0.835940693,0.992927004,0
0.046606261,0.075498037,0.059771977,0.182568467,0.108360317,0.445701167,0.044996022,0.094328808,0.704331506,0.971711244,0.809819445,0.539602218,0.809886987,0.77701606,0.991737113,0
0.046772789,0.076449679,0.065310476,0.17618805,0.130297514,0.493945463,0.045016634,0.094633275,0.687989444,0.965622296,0.77428101,0.551255833,0.770031182,0.737056322,0.971129209,0
0.047438897,0.07813114,0.0543611,0.194126672,0.079610828,0.370534099,0.045787523,0.095849256,0.687193471,0.96029941,0.855535646,0.521607537,0.858729819,0.829210963,0.976143972,0
0.047622504,0.102261758,0.060702954,0.186373218,0.104540834,0.436576866,0.047461218,0.096183901,0.64864285,0.765366988,0.813546741,0.534939209,0.810305589,0.781238237,0.957834554,0
0.04789578,0.090354599,0.083056899,0.156944076,0.202069354,0.61553351,0.046834613,0.096681556,0.664271363,0.862606801,0.672314628,0.584255292,0.659702019,0.625390743,0.987673505,0
0.048058037,0.090847536,0.09572374,0.144210682,0.254687711,0.681221994,0.046686207,0.0969768,0.59708248,0.860784247,0.598924618,0.612058324,0.587821929,0.54776085,0.908113472,0
0.048087926,0.083515104,0.047625553,0.206510767,0.048174789,0.265557004,0.046756288,0.097031168,0.700815875,0.922582158,0.910288051,0.501983538,0.920604114,0.892894289,0.985071782,0
0.048177595,0.090076638,0.057824803,0.191775277,0.09034743,0.40046693,0.047032489,0.097194235,0.713445182,0.868726495,0.838774871,0.524691535,0.836700042,0.809971554,0.990478993,0
0.048369742,0.080163819,0.065150415,0.182425331,0.120121386,0.472396724,0.046731553,0.097543484,0.708554139,0.955688086,0.790927975,0.540132118,0.782548585,0.755707336,0.985496048,0
0.04845514,0.08641316,0.06728091,0.179988045,0.128527364,0.490292951,0.047362281,0.097698626,0.715259124,0.903045389,0.777628787,0.544417186,0.767737905,0.740797638,0.980541002,0
0.048638747,0.080345932,0.072729157,0.172955042,0.15168481,0.535204115,0.04686347,0.098032015,0.703044999,0.957919284,0.743925249,0.555585603,0.731009677,0.703350073,0.99582618,0
0.048681446,0.085541621,0.054271035,0.199761257,0.071322368,0.345624661,0.047341669,0.098109516,0.698146246,0.913569931,0.868615929,0.513321767,0.869071657,0.844308733,0.963763812,0
0.048689986,0.094339855,0.070726498,0.175849962,0.142600696,0.51829827,0.047778643,0.098125014,0.706166874,0.84104769,0.757345996,0.550685663,0.745092803,0.718203713,0.995158509,0
0.048749765,0.090144417,0.074400217,0.171540411,0.157675781,0.54589536,0.047630237,0.098233491,0.73961335,0.875969413,0.734288824,0.558634413,0.720494014,0.692732118,0.982904125,0
0.04908282,0.079405245,0.05892601,0.194123191,0.089205629,0.397398299,0.047407627,0.098837424,0.715199699,0.972581086,0.840123136,0.521298146,0.834840524,0.811514778,0.982981385,0
0.049326205,0.078895877,0.054184293,0.201762363,0.068305084,0.336120847,0.047663216,0.099278293,0.697876567,0.980607344,0.875666345,0.508991216,0.874773405,0.852476826,0.990789973,0
0.049411604,0.079145084,0.052743313,0.204256712,0.061823938,0.314839101,0.047712685,0.099432891,0.704122557,0.97960548,0.886755907,0.505187305,0.887401425,0.865367226,0.990180368,0
0.049420144,0.088864835,0.051453883,0.207026382,0.055331621,0.292215714,0.048260965,0.099448348,0.754074406,0.895758236,0.896068347,0.502216689,0.898330852,0.876232383,0.962532727,0
0.049509812,0.088276735,0.05282008,0.20521287,0.060650473,0.310851224,0.048195006,0.099610618,0.664456696,0.901916437,0.887191043,0.504737816,0.887527844,0.865874093,0.967801693,0
0.049556781,0.088660814,0.085325773,0.161153202,0.199654248,0.612125808,0.048087824,0.099695596,0.720967337,0.899339784,0.673930898,0.577887769,0.656185833,0.627126206,0.962461116,0
0.049608021,0.082395042,0.073625384,0.175986688,0.148674293,0.529696787,0.047918805,0.099788282,0.692228534,0.953685279,0.747389685,0.551108175,0.731423118,0.707177049,0.981400814,0
0.04963364,0.087574985,0.058614057,0.196803888,0.084632917,0.384842088,0.048277454,0.099834619,0.716528855,0.909530745,0.847707466,0.517037709,0.841406887,0.820210235,0.983615527,0
0.049689149,0.080339086,0.058201886,0.197789557,0.082341745,0.37838399,0.047889948,0.099935,0.72211222,0.972944261,0.851111478,0.515750755,0.845080774,0.824120908,0.977957917,0
0.049727579,0.09898236,0.095154678,0.15019358,0.241914913,0.666639381,0.048631981,0.100004482,0.725566026,0.817996785,0.617267339,0.598896334,0.600452205,0.566948203,0.943950046,0
0.049911186,0.095058721,0.07360743,0.177241196,0.146596077,0.525840519,0.048986507,0.100336321,0.682934466,0.851587156,0.750378753,0.549048527,0.733569014,0.71048302,0.98010344,0
0.049932535,0.084778254,0.070338965,0.181578185,0.132594143,0.498626675,0.048269209,0.100374892,0.660564003,0.937545695,0.771757549,0.541541707,0.756284743,0.734239377,0.985376191,0
0.050158841,0.089109934,0.061879866,0.194536027,0.094800127,0.412190835,0.048796877,0.100783565,0.660313797,0.903827374,0.830408889,0.521023031,0.819907617,0.800413159,0.974740056,0
0.050355258,0.091384974,0.068220326,0.185920672,0.121256664,0.47486865,0.049060711,0.101137989,0.66775825,0.887545873,0.789725294,0.534005434,0.774252992,0.754355914,0.993634274,0
0.050376608,0.088221279,0.070516475,0.18328287,0.130284178,0.493918092,0.048982385,0.101176498,0.640494392,0.914299913,0.774834475,0.539023578,0.758074279,0.737674519,0.978930285,0
0.050440657,0.096367057,0.067774713,0.186800011,0.118947346,0.469821719,0.049576011,0.101292007,0.707313953,0.848121393,0.793494273,0.532448969,0.778060715,0.758593081,0.996269449,0
0.050517515,0.08168713,0.067319573,0.188089407,0.115995553,0.463262077,0.04876802,0.101430583,0.671468036,0.972768165,0.797252749,0.530928473,0.781895851,0.762824466,0.983942608,0
0.050547405,0.089051741,0.067000924,0.188829658,0.11418551,0.459177816,0.049172015,0.101484463,0.709247983,0.909638386,0.799659253,0.530019981,0.784424551,0.765536927,0.977709383,0
0.050564484,0.087416149,0.070413072,0.183603609,0.129558248,0.49242482,0.048970018,0.101515249,0.7269651,0.923717293,0.777301058,0.537562771,0.760086339,0.740431176,0.998807227,0
0.050637073,0.083402139,0.062278035,0.195567832,0.094111725,0.410402997,0.049217362,0.101646068,0.755497103,0.959367809,0.832348561,0.518851695,0.820342666,0.80262664,0.986490801,0
0.05082495,0.085479319,0.060818993,0.19864222,0.086562877,0.390194577,0.049184383,0.1019845,0.73832015,0.943935594,0.844169049,0.514386127,0.83297262,0.81615038,0.978648299,0
0.050888999,0.088226072,0.068094668,0.18841068,0.11714808,0.465838011,0.04941936,0.102099822,0.730752073,0.921304196,0.795669788,0.53026056,0.77887115,0.761041596,0.987114509,0
0.050961588,0.090666108,0.067857445,0.189074424,0.115627246,0.462434873,0.049617235,0.102230487,0.734942563,0.901755514,0.797938255,0.529261232,0.781094123,0.763596874,0.985525484,0
0.051017097,0.103139459,0.068539007,0.188529004,0.117909357,0.467529104,0.049971762,0.102330385,0.655509424,0.802467795,0.79395211,0.530426985,0.776554976,0.759108203,0.979417112,0
0.051051256,0.080973742,0.063986085,0.194819461,0.098800406,0.422407523,0.049155526,0.10239185,0.736578953,0.986675101,0.824756095,0.52003022,0.810358156,0.793971545,0.986572614,0
0.051294642,0.088334244,0.065258794,0.193957149,0.10275729,0.432234477,0.049843967,0.102829572,0.68838623,0.925961108,0.818509651,0.52131965,0.802549533,0.786869268,0.988240129,0
0.05143128,0.088395861,0.074922307,0.181172656,0.143094315,0.519239418,0.049810988,0.103075142,0.674600294,0.927314418,0.756271921,0.54198872,0.734745806,0.717012138,0.990188957,0
0.051640506,0.085083601,0.068156168,0.191366535,0.112763529,0.455935425,0.05012429,0.103450937,0.738768783,0.958731028,0.802444067,0.525567446,0.783653783,0.768678876,0.985682425,0
0.051657586,0.08689035,0.067827124,0.191726892,0.111522147,0.453080121,0.049992374,0.103481601,0.654916906,0.943319475,0.804795354,0.524725941,0.78616668,0.771334271,0.991410089,0
0.051657586,0.089272877,0.067031845,0.192939486,0.10801346,0.444882209,0.050120168,0.103481601,0.767876751,0.922970912,0.810099268,0.522956134,0.79198614,0.77733283,0.987828025,0
0.051687475,0.09528602,0.074697918,0.182720365,0.140138228,0.513563209,0.050771508,0.10353526,0.687542824,0.873427839,0.760119557,0.539821685,0.73796594,0.721282964,0.981718058,0
0.051913782,0.090943385,0.078227296,0.178656149,0.154289808,0.539896045,0.05036339,0.103941344,0.728922354,0.912375797,0.739716767,0.546194161,0.715810388,0.698708066,0.990107662,0
0.051926591,0.085474527,0.07352067,0.184819172,0.134291221,0.502044814,0.05015727,0.10396432,0.697204539,0.959311311,0.769965149,0.535656906,0.747625373,0.732240164,0.996860993,0
0.052071769,0.095885075,0.062215258,0.202820535,0.083424725,0.381450833,0.050837466,0.104224641,0.814617225,0.873666825,0.846690488,0.509637364,0.831261451,0.819042843,0.940663763,0
0.052101658,0.09055862,0.093055143,0.161823592,0.215704486,0.634066377,0.050367512,0.10427822,0.720526665,0.918166123,0.650862642,0.577861052,0.625909482,0.602462123,0.938507423,0
0.052426173,0.087847469,0.07458326,0.185471414,0.13553143,0.504521104,0.050746773,0.104859562,0.683125855,0.945690967,0.767785057,0.534796373,0.743644146,0.729810372,0.992419578,0
0.052456062,0.08880938,0.072533184,0.188451123,0.126506154,0.486074113,0.050858078,0.104913072,0.721034752,0.937853684,0.781364132,0.530068332,0.758036225,0.744977719,0.989842546,0
0.052490222,0.092635801,0.057297867,0.210177033,0.062950399,0.318627166,0.050853956,0.10497422,0.785516677,0.906020421,0.884935569,0.496148391,0.873440847,0.863247689,0.991928831,0
0.052558541,0.090332691,0.055225681,0.214048569,0.053430976,0.285321698,0.051043586,0.105096494,0.687848595,0.926294383,0.900280388,0.491147319,0.891058864,0.881158856,0.974856071,0
0.052750687,0.093026727,0.070721748,0.192387675,0.116621403,0.464663231,0.051266196,0.105440228,0.755401301,0.906271885,0.796012436,0.524190568,0.772830135,0.761427425,0.980143328,0
0.052754957,0.085627885,0.0655981,0.199288041,0.095573045,0.414187645,0.051027097,0.105447864,0.699035548,0.96949898,0.830234233,0.512851035,0.810377505,0.800213928,0.990229556,0
0.052840356,0.086465193,0.074936359,0.186823283,0.134156103,0.501773929,0.051146646,0.105600557,0.709849311,0.963375473,0.769381196,0.532922829,0.743967611,0.73158913,0.985288479,0
0.052844626,0.089062695,0.071217584,0.192210037,0.117937341,0.467591113,0.051229094,0.10560819,0.789712416,0.94101258,0.793636867,0.524690101,0.769938948,0.758753507,0.975471037,0
0.052857436,0.08831302,0.065382795,0.200185135,0.093811348,0.409620101,0.051130157,0.10563109,0.613945335,0.947619886,0.832670723,0.511735849,0.812724317,0.802994435,0.98410147,0
0.052985533,0.091306241,0.068433534,0.196898909,0.105020742,0.437736297,0.051406358,0.105860027,0.754215473,0.923868153,0.813399042,0.517661963,0.790977047,0.781070816,0.966738077,0
0.053015423,0.09889815,0.062682171,0.205060771,0.081180804,0.375067503,0.051699048,0.105913431,0.796448963,0.861779442,0.852594089,0.50479959,0.834498677,0.825825739,0.971568962,0
0.053070932,0.095416785,0.084863358,0.175402769,0.174056128,0.573434426,0.051781496,0.106012595,0.615200437,0.890787585,0.708964903,0.553320042,0.680596929,0.665017373,0.955799916,0
0.053160601,0.089533723,0.066197934,0.199913641,0.095903221,0.415037277,0.051587743,0.10617274,0.726736719,0.941307245,0.83005904,0.511643058,0.808747928,0.800014094,0.995402125,0
0.053224649,0.092420141,0.078281018,0.183741904,0.146183508,0.525069587,0.051699048,0.106287098,0.740978047,0.917730052,0.751537073,0.537833455,0.723913451,0.711765169,0.988171496,0
0.053374097,0.100556334,0.063919665,0.204182557,0.084989593,0.385837232,0.052321531,0.106553833,0.716225072,0.853210499,0.847566542,0.505307985,0.827540802,0.820048443,0.990018989,0
0.053395447,0.090310098,0.074788533,0.189373869,0.129854828,0.493035689,0.051810353,0.106591927,0.686336722,0.937885772,0.775518756,0.529064312,0.748655106,0.738439012,0.979355474,0
0.053433876,0.098218308,0.068089966,0.19867329,0.10166847,0.429557251,0.052424591,0.106660487,0.712152545,0.872753796,0.819947281,0.514102411,0.796613974,0.788502396,0.983798752,0
0.053489385,0.098241586,0.046990915,0.23020493,0.015861249,0.112307257,0.052156635,0.106759503,0.675517017,0.873295689,0.969531784,0.467415363,0.970417018,0.963240006,0.986115645,0
0.053506465,0.111954124,0.077527572,0.186590357,0.140040282,0.513373474,0.052931646,0.106789965,0.693151672,0.76737513,0.758946106,0.534376337,0.730766837,0.71997978,0.962289841,0
0.053664452,0.104106162,0.074110543,0.191493491,0.125138695,0.483190108,0.052671935,0.107071656,0.679955416,0.828995926,0.782424824,0.525875142,0.755128913,0.746165781,0.974633495,0
0.053741311,0.099294553,0.071906236,0.194649225,0.115675848,0.462544143,0.052659568,0.107208637,0.648815238,0.868105529,0.79754673,0.520558164,0.77112606,0.76315569,0.980948226,0
0.05375839,0.096611471,0.074505942,0.190642987,0.127287482,0.487711135,0.052313286,0.107239072,0.760013744,0.890117008,0.78073424,0.526150257,0.753011075,0.744272415,0.998164689,0
0.0537712,0.087597577,0.072363869,0.194016095,0.117598092,0.466838656,0.051962882,0.107261897,0.754213939,0.966386832,0.794823423,0.521374126,0.76808459,0.760088785,0.985023036,0
0.05379682,0.089664488,0.073567555,0.192456909,0.122512215,0.477582048,0.052173124,0.107307545,0.672330282,0.948881075,0.787194625,0.523851594,0.759794157,0.751514277,0.985092898,0
0.053933457,0.094708873,0.063664357,0.207178624,0.080185712,0.37220064,0.052515284,0.107550927,0.7160711,0.908140355,0.854671938,0.501311195,0.83352796,0.828216601,0.977512746,0
0.053963347,0.089533038,0.073559753,0.19356899,0.120793359,0.47386199,0.052090676,0.107604151,0.784740108,0.952285756,0.788801023,0.522789319,0.760961274,0.753317752,0.969723237,0
0.053980427,0.098060157,0.069225315,0.199204939,0.103245988,0.43342959,0.052581242,0.107634562,0.71843672,0.881228249,0.817537743,0.513195353,0.792073537,0.785765692,0.985513937,0
0.054048745,0.09223392,0.093575995,0.167074162,0.20749124,0.623043895,0.052144268,0.107756189,0.747577235,0.930423618,0.665174758,0.566043359,0.634188305,0.617737638,0.990169915,0
0.054048745,0.087275799,0.068050654,0.200903177,0.098300087,0.421145518,0.052119533,0.107756189,0.698348791,0.973021147,0.826036047,0.510202191,0.801183435,0.795428915,0.993355708,0
0.054095715,0.095286704,0.060754815,0.21231093,0.067043672,0.332073866,0.052692547,0.10783979,0.704759263,0.905512144,0.87632282,0.493956724,0.857535613,0.853238449,0.969665844,0
0.054099985,0.088367791,0.080692994,0.184123506,0.150732328,0.533471644,0.052222593,0.107847389,0.688501349,0.964221699,0.744338503,0.537533187,0.713620311,0.703806302,0.981179852,0
0.054326291,0.084654335,0.070102682,0.199074753,0.105265757,0.438326782,0.052325653,0.108249995,0.690507242,1,0.81495876,0.512971977,0.788061028,0.782839277,0.994863285,0
0.05439461,0.088362314,0.069954498,0.199794477,0.10389005,0.43499854,0.052482305,0.108371473,0.748831584,0.968317502,0.816586407,0.51222639,0.789606757,0.784685869,0.986652602,0
0.054433039,0.106724203,0.091334646,0.171964865,0.19402096,0.604022931,0.05300585,0.108439791,0.662395803,0.818502496,0.681954546,0.558634935,0.649517883,0.635758055,0.967659585,0
0.054445849,0.088729962,0.069611631,0.200922843,0.101510891,0.42916812,0.052540018,0.108462562,0.755669771,0.965828506,0.819350856,0.511162161,0.792457954,0.787824762,0.971578684,0
0.054544057,0.095795387,0.08772011,0.176415297,0.178558397,0.580601786,0.052915157,0.108637104,0.702470874,0.907266189,0.704807263,0.550034041,0.67192337,0.660493319,0.98872882,0
0.054723394,0.093145853,0.049088512,0.232212026,0.017472414,0.121769352,0.053290295,0.108955676,0.685055729,0.931815889,0.96623139,0.464769907,0.961368071,0.959281808,0.982575141,0
0.054774633,0.092652916,0.085309145,0.180394282,0.166715967,0.561387214,0.052878055,0.10904666,0.747385885,0.936673493,0.72168776,0.543305258,0.688270103,0.678907245,0.98974,0
0.054787443,0.091895711,0.06096434,0.214610208,0.064297473,0.323106689,0.053100665,0.109069403,0.651792517,0.943276466,0.881521587,0.490242216,0.860949244,0.859276374,0.976548006,0
0.054894191,0.123067791,0.092185763,0.172328345,0.195254671,0.605816287,0.054304406,0.109258891,0.657301804,0.704328943,0.680969676,0.557497723,0.647198161,0.634697056,0.978334821,0
0.055064988,0.099854584,0.082154308,0.185873081,0.151042428,0.534036691,0.053653067,0.109561924,0.731157374,0.880895308,0.743968271,0.534604927,0.710195069,0.703397567,0.982458646,0
0.055077798,0.0984949,0.074588748,0.19640698,0.118632384,0.469127658,0.053789106,0.109584644,0.774331388,0.892118221,0.792467229,0.518092946,0.761184764,0.757437857,0.974208901,0
0.055103418,0.102487687,0.072442446,0.199069799,0.110145106,0.449885417,0.053661312,0.109630082,0.783757124,0.860260686,0.80676263,0.513273938,0.776502409,0.773557802,0.988408617,0
0.055124767,0.088345198,0.073405388,0.198168609,0.113501843,0.457622666,0.053162501,0.109667943,0.755501359,0.978499784,0.800635778,0.515233236,0.769809304,0.76663831,0.976303411,0
0.055137577,0.105793785,0.066509732,0.207897528,0.084999274,0.385864204,0.054209591,0.109690658,0.69778079,0.834663386,0.846734093,0.500184279,0.820338151,0.819092887,0.978388601,0
0.055158927,0.091992244,0.087639517,0.178881812,0.17425084,0.573747818,0.053405723,0.109728515,0.712277323,0.947477468,0.710830208,0.545919437,0.676123249,0.667049463,0.987914219,0
0.055184546,0.09363879,0.07513051,0.195909523,0.12052175,0.473270481,0.05362421,0.109773939,0.669190108,0.933852296,0.78993156,0.518608771,0.758117172,0.754587647,0.980042185,0
0.055346804,0.092218858,0.070721844,0.202577623,0.101376882,0.428836859,0.053780861,0.110061531,0.728170565,0.948083441,0.820419408,0.508049491,0.790541676,0.789038921,0.983855626,0
0.055419392,0.095824827,0.068362293,0.206041313,0.09146641,0.403449195,0.053871554,0.110190138,0.663202655,0.918658694,0.836879015,0.50249428,0.808399953,0.807802865,0.989565017,0
0.055513331,0.089049002,0.064731806,0.211772978,0.075887215,0.359552044,0.053620088,0.110356521,0.669295036,0.977686821,0.862419138,0.494064372,0.83660168,0.837147069,0.98520776,0
0.055521871,0.091946374,0.073059399,0.199796431,0.110344011,0.450348668,0.053686046,0.110371644,0.700167461,0.952776932,0.806600363,0.512043154,0.774920883,0.773374335,0.99061013,0
0.05553895,0.096447159,0.08036253,0.189860527,0.140898261,0.515031842,0.054024083,0.110401889,0.640687808,0.915069161,0.7595976,0.527748556,0.724924802,0.72070323,0.990806959,0
0.05554749,0.091651297,0.082564941,0.187113085,0.149931164,0.532007291,0.05371078,0.110417011,0.760515253,0.955650608,0.74577979,0.532462914,0.710554976,0.70539805,0.98503712,0
0.05555603,0.097289944,0.065386141,0.21075155,0.078655751,0.367748522,0.054019961,0.110432132,0.750753159,0.908315062,0.858346599,0.495224651,0.831864843,0.832449325,0.993365584,0
0.05556457,0.090791396,0.074562228,0.198567287,0.11531435,0.461730574,0.053690168,0.110447253,0.712469182,0.96327585,0.797152728,0.515034492,0.764597428,0.762711783,0.967023445,0
0.055620079,0.089920541,0.073178048,0.200612334,0.109374591,0.448085111,0.05371078,0.110545527,0.683542987,0.971564769,0.806733359,0.511698707,0.774735448,0.773524704,0.970362797,0
0.055624349,0.095626967,0.076572287,0.196123079,0.123215057,0.479091723,0.054032328,0.110553086,0.691295228,0.923035267,0.784649871,0.519016165,0.75104094,0.748659576,0.963841456,0
0.055675588,0.089466629,0.063985965,0.213306089,0.072230054,0.348436351,0.053925145,0.110643782,0.74303222,0.976268276,0.869083704,0.491478995,0.843552138,0.844850006,0.992114689,0
0.055714017,0.092597461,0.073585074,0.199717265,0.111555499,0.453157139,0.053855065,0.110711794,0.762399916,0.949810058,0.804932777,0.512004448,0.772476033,0.771489543,0.994161586,0
0.055842115,0.090910522,0.079849067,0.191904405,0.136609248,0.506658498,0.053842697,0.110938433,0.72754857,0.966019552,0.765629333,0.524753439,0.730265676,0.727409728,0.984671149,0
0.055995833,0.090598329,0.063472339,0.215230225,0.06852262,0.336814295,0.054040573,0.111210266,0.734013162,0.97080879,0.875670861,0.488461723,0.849874371,0.852482065,0.9960907,0
0.056012912,0.091431529,0.079093751,0.193764114,0.132128421,0.497682592,0.05406943,0.111240461,0.660066406,0.963844381,0.772008814,0.522066018,0.736414729,0.73451974,0.978684344,0
0.056017182,0.094261807,0.072186803,0.203407842,0.103186056,0.433283242,0.054543506,0.111248009,0.672124981,0.93975051,0.816961083,0.50713722,0.784494855,0.785111102,0.975826978,0
0.056051342,0.088164455,0.054304219,0.22924576,0.031520366,0.194788798,0.054201346,0.111308392,0.73422462,0.992823006,0.941065165,0.468355654,0.925793415,0.929252277,0.995443089,0
0.056106851,0.098945389,0.079845644,0.193505117,0.134110731,0.501682917,0.054469303,0.111406499,0.593618873,0.90193844,0.768068284,0.523107702,0.731976846,0.730125923,0.965025755,0
0.05617517,0.096946258,0.073817014,0.20122361,0.109791158,0.449059561,0.054592975,0.11152722,0.664171811,0.919347182,0.80768554,0.509692883,0.773909855,0.774601494,0.993660175,0
0.056205059,0.091068673,0.068634434,0.208589602,0.088363556,0.39511843,0.054349753,0.111580027,0.7076292,0.969582192,0.842428587,0.498343837,0.811821325,0.814155392,0.99614083,0
0.056209329,0.091817663,0.072279816,0.203863533,0.102708708,0.432115448,0.054415711,0.11158757,0.619988118,0.963180336,0.818132497,0.506173079,0.785121467,0.786440975,0.981688276,0
0.056307537,0.11326246,0.056125399,0.228056613,0.036657534,0.218123714,0.055561739,0.111761036,0.693155197,0.792266314,0.930416028,0.470794547,0.91217275,0.916626458,0.977742047,0
0.056363046,0.099606061,0.070552515,0.20644448,0.095386689,0.413707211,0.054943379,0.111859055,0.733177251,0.899881095,0.831043087,0.501525448,0.798715688,0.801136707,0.997489621,0
0.056375856,0.092201058,0.060819721,0.220829895,0.055551188,0.293003897,0.054555873,0.111881672,0.765323707,0.962135514,0.897758548,0.480501374,0.873785919,0.87820836,0.991533578,0
0.056410016,0.098820101,0.074358518,0.202083427,0.109635631,0.448696062,0.054931012,0.11194198,0.667684723,0.906944088,0.806306483,0.509432364,0.771640443,0.773042089,0.970162452,0
0.056444175,0.094680803,0.073950611,0.202378774,0.108352877,0.445683621,0.054559995,0.11200228,0.742850005,0.941918301,0.809297855,0.508347673,0.774754797,0.776425688,0.984029763,0
0.056777229,0.09559342,0.086484616,0.186979922,0.158485359,0.547313501,0.054832074,0.112589834,0.678432619,0.938657038,0.732454313,0.533234825,0.69310627,0.690715236,0.97313395,0
0.056837008,0.100613843,0.08567326,0.18838161,0.154505673,0.540281837,0.055194845,0.11269522,0.79741383,0.897833287,0.738018796,0.531122526,0.698597428,0.696837319,0.969600247,0
0.056858358,0.089682289,0.068056715,0.212100387,0.082195102,0.37796673,0.054844441,0.112732853,0.744818495,0.990548367,0.852455553,0.493202667,0.82069451,0.825666401,0.993604838,0
0.057106014,0.09659504,0.063751744,0.21933128,0.063464188,0.32034212,0.055417455,0.113169188,0.715443539,0.934603142,0.884270702,0.482516451,0.855666097,0.862473891,0.995033253,0
0.057170063,0.099001529,0.084008243,0.191455009,0.14609073,0.524895974,0.055483414,0.113281973,0.735824295,0.915416635,0.751400126,0.525498243,0.711308006,0.711613554,0.984114132,0
0.057234112,0.090099916,0.066910578,0.215492871,0.07511629,0.357236679,0.05521958,0.113394732,0.74988281,0.992015703,0.863768413,0.488525452,0.832028994,0.838705039,0.9859285,0
0.057293891,0.09331085,0.07090808,0.210168671,0.090752969,0.401550601,0.055495781,0.113499952,0.729585906,0.964975886,0.837333835,0.49672234,0.802455041,0.808323,0.979375802,0
0.05732378,0.100099683,0.07704592,0.201396571,0.11622964,0.463786811,0.055549372,0.113552553,0.671036548,0.908384081,0.797188162,0.509667991,0.758856335,0.762751701,0.98832054,0
